"Модуль","Код","Документ","Статус покрытия","checkId","Проверки","Ожидаемые поля","Требований Gemma/manual"
"Часть II","II А 3","Фармацевтическая разработка (описание АФС, вспомогательных веществ, разработка лекарственного препарата в сравнений с оригиниальным (референтным) препаратом (в случае, если генерик), разработка производственного процесса, совместимость компонентов, излишки, стабильность, микробиологическая чистота)","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; shelf_life_consistency_check; module3_content_check; core_field_consistency_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Срок годности; Модуль 3 / качество; Согласованность ключевых полей","textContent; textLength; hasSpecification; hasValidation; hasStability","3"
"Часть II","II В 1","производственная формула","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть II","II В 2","описание технологии производства","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть II","II В 3","контроль в процессе производства (операционный контроль)","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть II","II В 4","валидация производственных процессов (валидация процессов, проводимых в асептических условиях, включает моделирование процесса с использованием питательной среды (наполнение питательными средами)","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; sterility_validation_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Стерильность","textContent; textLength","1"
"Часть II","II С","методы контроля исходных материалов","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть II","II С 1","активная субстанция","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть II","II С 1.1","Документ, подтверждающий качество активного вещества трех промышленных серии (сертификат анализа субстанции от производителя, сертификат соответствия монографии Европейской Фармакопеи, протокол анализа, аналитический паспорт)","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; module3_content_check; core_field_consistency_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Модуль 3 / качество; Согласованность ключевых полей","textContent; textLength; hasSpecification; hasValidation; hasStability","3"
"Часть II","II С 2","вспомогательные вещества","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть II","II С 2.1","сертификаты качества на вспомогательные вещества","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть II","II С 3","упаковочный материал (первичная и вторичная упаковка)","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; core_field_consistency_check; storage_consistency_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Согласованность ключевых полей; Условия хранения","textContent; textLength","1"
"Часть II","II С 3.1","сертификаты качества упаковочного материала с приложением документов, регламентирующих их качество","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; core_field_consistency_check; storage_consistency_check; module3_content_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Согласованность ключевых полей; Условия хранения; Модуль 3 / качество","textContent; textLength; hasSpecification; hasValidation; hasStability","1"
"Часть II","II D","методы контроля качества промежуточных продуктов (при необходимости)","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть II","II Е","cпецификация качества и методики контроля готового продукта с аутентичным переводом с языка производителя на русский язык","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; core_field_consistency_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Согласованность ключевых полей","textContent; textLength","2"
"Часть II","II E 1","нормативный документ производителя по контролю качества и безопасности лекарственного средства в электронном виде в формате ""doc (док)"", пояснительная записка к нему","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; docx_format_check; core_field_consistency_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Оформление DOCX; Согласованность ключевых полей","textContent; textLength","3"
"Часть II","II E 2","валидация методик испытаний лекарственного препарата (при перерегистрации дополнительно копию нормативного документа по качеству, утвержденного в Республике Казахстан)**","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; sterility_validation_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Стерильность","textContent; textLength","2"
"Часть II","II F","результаты испытания стабильности не менее чем на трех промышленных или опытно-промышленных (пилотных) сериях","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; shelf_life_consistency_check; module3_content_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Срок годности; Модуль 3 / качество","textContent; textLength; hasSpecification; hasValidation; hasStability","1"
"Часть II","II G","сведения о профиле растворения (для твердых дозированных лекарственных форм)","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; core_field_consistency_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Согласованность ключевых полей","textContent; textLength","2"
"Часть II","II Н","данные контроля на животных","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть II","II K","данные по вероятной опасности для окружающей среды для препаратов, содержащих генетически измененные организмы","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть II","II L.","дополнительная информация, подтверждающая качество (при необходимости)","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; module3_content_check; core_field_consistency_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Модуль 3 / качество; Согласованность ключевых полей","textContent; textLength; hasSpecification; hasValidation; hasStability","1"
"Часть III","III А.","Данные по токсичности (острой и хронической), (медицинский иммунобиологический препарат - токсичность при однократном введении и введении повторных доз)","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть III","III В.","Влияние на репродуктивную функцию","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть III","III С.","Данные по эмбриотоксичности и тератогенности","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть III","III D.","Данные по мутагенности","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть III","III Е.","Данные по канцерогенности","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть III","III F.","Фармакодинамика (для медицинских генно-биологических препаратов – результаты исследования реактогенности)","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть III","III G.","Фармакокинетика (для медицинских иммунобиологических препаратов – результаты специфической активности)","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть III","III H.","Данные о местно-раздражающем действии (для медицинских иммунобиологических препаратов – результаты исследования иммуногенности)","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть III","III Q.","Дополнительная информация, подтверждающая безопасность (при необходимости)","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть IV","IV А.","Данные по клинической фармакологии (фармакодинамика, фармакокинетика)","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","2"
"Часть IV","IV В","Клиническая, иммунологическая эффективность","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть IV","IV С","Диагностическая эффективность","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть IV","IV D","Результаты клинических исследований (испытаний), научные публикации, отчеты","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть IV","IV D1","Данные пострегистрационного опыта (при наличии)","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть IV","IV E","Дополнительная информация, подтверждающая эффективность Скачать","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
